latitude,longitude
27.504749690123923,77.67156314745081
27.504312036854493,77.67244889252665
27.503874383585064,77.67333463760248
27.503436730315634,77.67422038267831
27.502999077046205,77.67510612775415
27.502561423776775,77.67599187282998
27.502123770507346,77.67687761790582
27.501686117237917,77.67776336298165
27.501248463968487,77.67864910805748
27.500946314169298,77.67960405228158
27.500644164370108,77.68055899650567
27.50034201457092,77.68151394072976
27.50003986477173,77.68246888495385
27.49973771497254,77.68342382917794
27.49943556517335,77.68437877340203
27.49913341537416,77.68533371762612
27.49886463305733,77.68630124125129
27.4985958507405,77.68726876487645
27.49832706842367,77.68823628850161
27.49805828610684,77.68920381212678
27.49778950379001,77.69017133575194
27.496894341430504,77.69026873026546
27.495999179071,77.69036612477898
27.49524842488841,77.69092429367626
27.49449767070582,77.69148246257355
27.495181803737317,77.69214052312128
27.495865936768816,77.69279858366902
27.496550069800314,77.69345664421675
27.496861980127722,77.69440756246989
27.497549673246645,77.69506090947982
27.49823736636557,77.69571425648975
27.498925059484492,77.69636760349968
27.499612752603415,77.69702095050961
27.50030044572234,77.69767429751954
27.501177439723858,77.69789881793024
27.50204555634171,77.69763405000667
27.50291367295956,77.6973692820831
27.503781789577413,77.69710451415953
27.504636618729744,77.69741948251304
27.505491447882076,77.69773445086655
27.50605540594494,77.69852426873368
27.506619364007808,77.69931408660081
27.507183322070674,77.70010390446794
27.50774728013354,77.70089372233507
27.508311238196406,77.7016835402022
27.50887519625927,77.70247335806933
27.509439154322138,77.70326317593646
27.510003112385004,77.70405299380359
27.51056707044787,77.70484281167072
27.511131028510736,77.70563262953785
27.511694986573602,77.70642244740498
27.512144858518585,77.70730047125352
27.51259473046357,77.70817849510206
27.513044602408552,77.7090565189506
27.513494474353536,77.70993454279915
27.51394434629852,77.71081256664769
27.514394218243503,77.71169059049623
27.514844090188486,77.71256861434478
27.51529396213347,77.71344663819332
27.515743834078453,77.71432466204186
27.516193706023437,77.7152026858904
27.51664357796842,77.71608070973895
27.517093449913403,77.71695873358749
27.517610221436946,77.71778864178076
27.517897870290724,77.71874942669814
27.518185519144502,77.71971021161552
27.51847316799828,77.7206709965329
27.51876081685206,77.72163178145028
27.519048465705836,77.72259256636767
27.519336114559614,77.72355335128505
27.519623763413392,77.72451413620243
27.51991141226717,77.72547492111981
27.520199061120948,77.7264357060372
27.520486709974726,77.72739649095458
