latitude,longitude
27.879576424387913,78.06695413023196
27.878721237031446,78.06663932497095
27.877866049674978,78.06632451970994
27.87701086231851,78.06600971444892
27.876668139460815,78.06506910392831
27.876425034094723,78.06408960476296
27.87618192872863,78.0631101055976
27.87593882336254,78.06213060643225
27.875695717996447,78.0611511072669
27.875452612630355,78.06017160810154
27.875209507264262,78.05919210893619
27.87496640189817,78.05821260977083
27.87433894402502,78.05894143848141
27.873635036466048,78.05957462237373
27.872931128907076,78.06020780626605
27.872227221348105,78.06084099015837
27.871523313789133,78.06147417405069
27.87081940623016,78.062107357943
27.871525538058844,78.06273735411766
27.872080698311695,78.06353771636059
27.872635858564546,78.06433807860351
27.873191018817398,78.06513844084644
27.8727881066884,78.06604797263138
27.872385194559403,78.06695750441632
27.871982282430405,78.06786703620126
27.871803434201684,78.0688640528332
27.871624585972963,78.06986106946515
27.870747851226856,78.07008763671398
27.86987111648075,78.07031420396281
27.86899438173464,78.07054077121164
27.868117646988534,78.07076733846047
27.867240912242426,78.0709939057093
27.86644897545376,78.07147595367118
27.865657038665095,78.07195800163306
27.86486510187643,78.07244004959495
27.864073165087763,78.07292209755683
27.863281228299098,78.07340414551871
27.862489291510432,78.07388619348059
27.861697354721766,78.07436824144247
27.8609054179331,78.07485028940435
27.860113481144435,78.07533233736623
27.85932154435577,78.07581438532812
27.858529607567103,78.07629643329
27.857737670778437,78.07677848125188
27.85683892697039,78.07681493798873
27.855940183162343,78.07685139472558
27.855041439354295,78.07688785146243
27.854142695546248,78.07692430819928
27.85325837830878,78.0771093363306
27.852374061071313,78.0772943644619
27.851489743833845,78.07747939259322
27.85059045097726,78.07748752549274
27.849691158120677,78.07749565839227
27.848791865264094,78.07750379129179
27.84789257240751,78.07751192419131
27.847003366127677,78.07766404332666
27.846114159847843,78.07781616246201
27.84522495356801,78.07796828159736
27.844335747288177,78.07812040073271
27.843446541008344,78.07827251986807
27.842554506273135,78.07840172797087
27.841662471537926,78.07853093607368
27.840770436802718,78.07866014417648
27.83987840206751,78.07878935227929
27.8389863673323,78.07891856038209
27.838118663945725,78.079185861266
27.83725096055915,78.0794531621499
27.836383257172574,78.07972046303381
27.835515553786,78.07998776391771
27.834647850399424,78.08025506480162
27.833805200536332,78.08061035910556
27.83296255067324,78.0809656534095
27.83211990081015,78.08132094771345
27.831277250947057,78.0816762420174
27.830434601083965,78.08203153632134
27.829591951220873,78.08238683062528
27.82874930135778,78.08274212492923
27.82790665149469,78.08309741923317
27.827064001631598,78.08345271353711
27.826221351768506,78.08380800784106
27.82532600175967,78.0839034702709
27.824430651750834,78.08399893270074
27.823535301741998,78.08409439513058
27.822639951733162,78.08418985756042
27.821744601724326,78.08428531999026
27.82084925171549,78.0843807824201
27.81996235834534,78.08454924919039
27.81907546497519,78.08471771596068
27.818218736451893,78.085026935161
27.817362007928597,78.08533615436131
27.816505279405302,78.08564537356163
27.815648550882006,78.08595459276195
27.81479182235871,78.08626381196227
27.813935093835415,78.08657303116259
27.81303585536608,78.08658685619191
27.812136616896748,78.08660068122124
27.811237378427414,78.08661450625057
27.81033813995808,78.0866283312799
27.809438901488747,78.08664215630922
27.808539663019413,78.08665598133855
27.80764298612895,78.08673389674296
27.806746309238488,78.08681181214736
27.805849632348025,78.08688972755176
27.804952955457562,78.08696764295617
27.8040562785671,78.08704555836057
27.803159601676636,78.08712347376498
27.802262924786174,78.08720138916938
27.80136624789571,78.08727930457378
27.800469571005248,78.08735721997819
27.79957598986388,78.08724253469126
27.79868240872251,78.08712784940433
27.79778882758114,78.0870131641174
27.79689524643977,78.08689847883046
27.7960016652984,78.08678379354353
27.79510326821231,78.08682987913747
27.794204935538875,78.08687754101068
27.793306602865442,78.08692520288389
27.79240827019201,78.0869728647571
27.791509937518576,78.08702052663031
27.790611604845143,78.08706818850352
27.78975883748593,78.08674535776275
27.788906070126718,78.08642252702198
27.788053302767505,78.08609969628121
27.787200535408292,78.08577686554044
27.78634776804908,78.08545403479967
27.785452033436183,78.08536333414908
27.784553273653174,78.08532740849341
27.783654513870164,78.08529148283775
27.782755754087155,78.08525555718208
27.781880209212545,78.08502336705574
27.781004664337935,78.0847911769294
27.780129119463325,78.08455898680306
27.779253574588715,78.08432679667672
27.778378029714105,78.08409460655038
27.777487234462882,78.08423423721173
27.77659643921166,78.08437386787308
27.775705643960436,78.08451349853443
27.774814848709212,78.08465312919579
27.77392405345799,78.08479275985714
27.773033258206766,78.08493239051849
27.772142462955543,78.08507202117984
27.77125166770432,78.08521165184119
27.770360872453097,78.08535128250254
27.769470077201873,78.0854909131639
27.76864511043045,78.08589556430442
27.76782014365903,78.08630021544495
27.766995176887608,78.08670486658548
27.766170210116186,78.087109517726
27.765345243344765,78.08751416886653
27.764520276573343,78.08791882000706
27.76369530980192,78.08832347114759
27.7628703430305,78.08872812228812
27.762045376259078,78.08913277342864
27.761220409487656,78.08953742456917
