latitude,longitude,VehicleID,Timestamp
27.499210056909053,77.66930580139162,UP85AW0000,10:36:21
27.49920177788267,77.66829197272861,UP85AW0000,10:36:26
27.49968773559143,77.66743886468615,UP85AW0000,10:36:36
27.50026256432745,77.66665913369832,UP85AW0000,10:36:42
27.50047228052872,77.66567320305299,UP85AW0000,10:36:49
27.50056062933056,77.66466422288619,UP85AW0000,10:36:55
27.500648978132403,77.66365524271939,UP85AW0000,10:37:01
27.500737326934246,77.66264626255258,UP85AW0000,10:37:06
27.500831188146485,77.66163791268907,UP85AW0000,10:37:13
27.500925049358724,77.66062956282556,UP85AW0000,10:37:18
27.501018910570963,77.65962121296205,UP85AW0000,10:37:25
27.501065133749808,77.65860866418527,UP85AW0000,10:37:35
27.501111356928654,77.65759611540848,UP85AW0000,10:37:45
27.501092379204632,77.65658245219258,UP85AW0000,10:37:52
27.50107340148061,77.65556878897668,UP85AW0000,10:37:58
27.500917457785377,77.65457026115683,UP85AW0000,10:38:07
27.500761514090144,77.65357173333699,UP85AW0000,10:38:12
27.50134518130523,77.65280038578156,UP85AW0000,10:38:19
